order_id,user_email,payment_status,payment_method,order_date,total_amount,shipping_address,phone_number
216,mhatfield@example.com,failed,bank_transfer,2025-03-24 01:02:48,256.57,"828 Deleon Bridge, East Darleneburgh, VT 95072",
217,ryandarren@example.net,pending,bank_transfer,2025-04-10 10:43:39,492.48,"USNV Austin, FPO AA 38530",
218,wilsonjonathon@example.net,pending,credit_card,2025-03-24 04:58:02,12.04,"741 Patel Prairie Suite 460, West Bryceville, WI 52830",
219,fitzgeraldcorey@example.com,failed,cash,2025-04-12 18:50:11,64.58,"PSC 0214, Box 5712, APO AP 13144",
220,danielkline@example.com,pending,credit_card,2025-03-26 07:20:50,392.94,"788 Simpson Haven Apt. 989, South Austinberg, KS 33423",
221,melissa88@example.net,pending,cash,2025-04-01 01:06:56,915.06,"Unit 3002 Box 7415, DPO AA 48627",
222,jake31@example.net,refunded,bank_transfer,2025-03-26 21:11:38,1497.51,"725 Sarah Spurs Apt. 804, Arnoldbury, MH 58577",
223,umitchell@example.com,pending,paypal,2025-03-26 19:27:40,443.66,"17336 Allen Greens Suite 445, East Amyfurt, OR 63182",
224,pamela45@example.net,refunded,credit_card,2025-03-24 07:28:14,219.03,"2474 Shawn Throughway, Kellerborough, VI 81332",
225,ryandarren@example.net,failed,cash,2025-03-23 22:09:12,477.27,"39212 Philip Shores, Lake Kathleen, ID 48908",
226,iwilliams@example.org,pending,bank_transfer,2025-03-31 16:06:32,509.0,"9126 Nelson Viaduct Suite 833, Lisaborough, KY 82584",
227,dwyatt@example.com,refunded,bank_transfer,2025-04-02 10:29:46,466.1,"935 Meza Mews, Toddfort, OR 06194",
228,justin32@example.com,pending,bank_transfer,2025-03-22 00:26:19,315.06,"Unit 2371 Box 7870, DPO AP 03547",
229,danielkline@example.com,paid,paypal,2025-03-23 04:28:37,159.3,"46154 Carol Road Suite 546, Haydenfurt, MO 16183",
230,morrisbradley@example.org,refunded,credit_card,2025-03-24 03:28:40,108.73,"645 Singh Branch Apt. 467, South Meredith, IN 29247",
231,christine32@example.net,pending,bank_transfer,2025-04-11 00:05:26,409.27,"54360 Weaver Locks, Mendozaville, IL 42248",
232,donna95@example.org,paid,paypal,2025-04-02 09:34:32,673.88,"464 Cooper Loop, Harrisberg, MA 16215",
233,charlestorres@example.org,pending,cash,2025-03-25 15:34:47,850.07,"93506 Neal Corner, West Phyllis, MS 89977",
234,gregoryharris@example.com,pending,paypal,2025-03-21 12:08:07,1012.94,"9148 Rodriguez Spur Suite 798, Codyland, RI 10702",
235,djones@example.org,paid,credit_card,2025-03-25 21:51:45,246.44,"027 Darren Plaza, South Latoyastad, NM 32516",
236,julie11@example.com,pending,bank_transfer,2025-03-29 16:38:26,720.43,"67896 Stephen Hills, Port Joann, ME 09917",
237,gloriaking@example.com,pending,paypal,2025-03-16 07:25:00,292.34,"479 Cochran Ports, North Larryville, IL 61042",
238,emccarthy@example.org,pending,credit_card,2025-04-03 17:34:43,299.36,"442 Jessica Spurs, Jonesmouth, NJ 91711",
239,nathanielsmith@example.com,pending,cash,2025-03-23 04:24:53,123.01,"56439 Troy Parkway Suite 861, East Michele, ID 60390",
240,andrew72@example.net,pending,cash,2025-03-22 10:07:06,370.15,"620 Holmes Lodge, Garciaville, IA 53720",
241,brandon69@example.net,pending,bank_transfer,2025-03-20 22:51:13,702.72,"21415 Haley Shoals, Whiteport, SC 64553",
242,pamela45@example.net,failed,cash,2025-03-16 15:54:02,946.92,"USCGC Love, FPO AA 14605",
243,djones@example.org,pending,cash,2025-03-28 09:12:56,181.27,"16479 Jessica Course, Charlesbury, KY 81534",
244,nguyenbrianna@example.com,failed,credit_card,2025-03-24 22:47:20,214.63,"59981 Pierce Ramp Apt. 022, Alexanderborough, OR 34465",
245,stantonchristopher@example.net,failed,cash,2025-03-29 19:50:07,369.06,"PSC 6653, Box 7390, APO AA 87950",
246,chavezstephanie@example.org,pending,paypal,2025-04-08 10:38:25,662.29,"9389 Ricky Expressway, Nathanshire, AZ 54322",
247,sarahcarlson@example.org,paid,credit_card,2025-03-25 03:57:49,12.21,"489 Cody Village, North Ryanville, HI 87203",
248,berryjill@example.com,failed,cash,2025-04-08 15:33:50,528.33,"0424 Boyd Crossroad, Teresaview, FL 72153",
249,alanfranklin@example.com,paid,credit_card,2025-03-21 21:09:06,50.24,"7646 Kelly Mission Suite 350, Lake Joseph, WA 51831",
250,davidjackson@example.com,pending,credit_card,2025-03-25 08:28:13,33.44,"11709 Bryan Throughway, Mcmillanside, TN 38935",
251,umitchell@example.com,failed,credit_card,2025-04-12 22:00:43,512.33,"4532 York Plains Apt. 208, Lake Matthewstad, LA 20935",
252,cindychan@example.net,refunded,credit_card,2025-04-11 17:14:10,423.61,"26103 Sarah Row, Port Johnfurt, VT 20182",
253,gregoryharris@example.com,paid,paypal,2025-04-04 03:08:42,413.49,"3734 Ryan Skyway Suite 147, Webbburgh, CO 11985",
254,cclarke@example.com,failed,credit_card,2025-04-08 09:03:50,86.98,"09376 Edwards Cliffs Suite 781, Williamburgh, RI 16785",
255,olopez@example.com,pending,cash,2025-03-30 19:11:26,449.74,"7060 Anderson Ramp, Underwoodburgh, CO 42760",
256,alexandercollier@example.net,refunded,cash,2025-03-17 10:35:38,230.98,"USS Burns, FPO AE 01056",
257,george45@example.net,refunded,cash,2025-03-26 22:50:18,962.53,"57497 Jennifer Bridge Suite 504, Heathmouth, LA 99768",
258,laurawilliams@example.net,paid,credit_card,2025-04-01 08:48:09,418.98,"7009 Amy Throughway Suite 361, Jenniferhaven, GA 34988",
259,cindychan@example.net,pending,cash,2025-03-19 16:54:09,264.21,"2382 Campbell Ways, New Kristen, WV 42650",
260,lisa89@example.org,pending,bank_transfer,2025-03-25 14:13:47,318.52,"94239 Sarah Flats, South Evelyn, VT 75762",
261,loriweiss@example.net,refunded,credit_card,2025-04-03 16:06:46,165.51,"021 Sarah Park Suite 790, East Jasmineland, CT 22894",
262,davidjackson@example.com,pending,paypal,2025-04-11 09:31:15,336.83,"USNS Anderson, FPO AA 80903",
263,crystalgonzalez@example.com,failed,credit_card,2025-04-02 16:12:20,818.79,"062 Jeremy Village, Johnsonfort, MH 58996",
264,alexanderaustin@example.com,failed,cash,2025-03-31 02:03:14,537.06,"74705 Christopher Loaf Suite 172, Reyesport, MH 87367",
265,ieaton@example.org,refunded,cash,2025-04-07 14:00:38,648.67,"522 David Springs, East Teresa, LA 45621",
266,kellis@example.org,paid,bank_transfer,2025-03-30 09:16:45,582.44,"8042 Charles Parks Apt. 445, Brookeport, WA 19638",
267,kevinsharp@example.org,failed,paypal,2025-03-27 00:56:13,270.4,"4527 Amy Street, Lake Cassandra, VA 44371",
268,nealcody@example.com,pending,credit_card,2025-03-24 21:33:35,342.07,"8683 Todd Plains, Jacobchester, LA 05722",
269,brewermichael@example.net,refunded,cash,2025-04-13 15:56:06,1184.28,"07733 Andersen Club Apt. 617, West Lisa, VI 40130",
270,erin12@example.org,failed,cash,2025-03-24 10:18:38,149.66,"495 Keller Crescent Apt. 884, Nelsonchester, TX 78211",
271,emccarthy@example.org,paid,paypal,2025-03-23 21:25:22,443.24,"486 Miller Isle, Timothyberg, SC 35096",
272,jwilliams@example.net,refunded,bank_transfer,2025-04-01 14:18:11,186.75,"07231 Charles Villages Apt. 355, New Laurietown, PR 87161",
273,lrios@example.com,refunded,credit_card,2025-04-01 17:47:21,301.75,"061 Sharp Neck Apt. 785, North Thomasborough, CA 80088",
274,justin32@example.com,paid,credit_card,2025-04-12 19:16:35,144.47,"3576 Boyd Oval Suite 253, Parsonstown, IL 93912",
275,anna47@example.org,pending,cash,2025-04-08 05:17:23,48.47,"294 Mike Ranch Suite 448, Port Philipbury, KS 25518",
276,wilsonjonathon@example.net,pending,credit_card,2025-03-26 05:28:57,307.47,"89250 John Greens Suite 915, Fitzgeraldberg, TX 23101",
277,christopher56@example.com,pending,credit_card,2025-03-16 06:59:25,88.66,"3883 Kristina Wells, West Johnathan, WV 93442",
278,melissa36@example.com,refunded,credit_card,2025-03-15 08:30:59,575.01,"71996 Evan Wall Suite 900, Peterburgh, OK 35063",
279,erinpalmer@example.net,refunded,credit_card,2025-03-26 00:11:37,910.81,"USCGC Molina, FPO AA 69846",
280,erinpalmer@example.net,failed,credit_card,2025-04-10 18:39:45,251.1,"22691 Walker Extensions Suite 416, Andreamouth, WI 06470",
281,gloriaking@example.com,refunded,cash,2025-03-19 17:15:39,945.55,"9830 Luke Greens, New Kimberlyview, IL 58192",
282,uchambers@example.com,refunded,paypal,2025-04-07 23:15:45,607.79,"571 Luke Drive Apt. 747, Pearsonfort, ND 25792",
283,nguyenbrianna@example.com,paid,cash,2025-04-11 12:56:43,622.28,"562 Timothy Corner Apt. 220, Lake Brittanyland, UT 25627",
284,longcalvin@example.com,failed,cash,2025-04-13 03:39:22,274.8,"6356 Edwards Mountain, North Sethchester, CO 07216",
285,nguyenbrianna@example.com,failed,credit_card,2025-03-17 02:21:58,237.6,"79727 Tiffany Mountain Apt. 877, Mosesport, MI 60360",
286,nguyenbrianna@example.com,pending,credit_card,2025-03-21 21:41:53,344.96,"99680 David Extensions Suite 222, Blairbury, TN 09421",
287,hannah45@example.org,pending,cash,2025-03-24 04:47:55,343.44,"55110 Bradley Walks Apt. 526, Aaronborough, AK 79367",
288,heather24@example.org,refunded,cash,2025-03-30 11:12:07,70.78,"166 Kathryn Hills Suite 786, South Cody, DC 91775",
289,longmackenzie@example.com,paid,paypal,2025-04-11 23:15:10,213.68,"746 Walls Union Apt. 022, Newtonbury, CA 59644",
290,hobbscarrie@example.com,failed,credit_card,2025-04-13 18:58:25,829.93,"63066 Burns Islands Apt. 759, Boydtown, AL 19688",
291,christopher56@example.com,paid,cash,2025-03-16 13:52:53,585.83,"0824 Boyd Grove, West Dawnbury, PR 49678",
292,sarahcarlson@example.org,pending,credit_card,2025-03-22 23:04:52,735.32,"USS Hill, FPO AA 29629",
293,melissa36@example.com,paid,bank_transfer,2025-04-12 03:47:38,1277.87,"97973 Smith Harbor Suite 635, Emilyton, WA 98951",
294,hernandezdominique@example.net,pending,credit_card,2025-03-18 18:21:12,295.86,"01371 William Fork, Changfort, HI 96026",
295,kwarner@example.com,pending,credit_card,2025-04-05 01:10:38,97.4,"5263 Matthew Manor, Owensside, TN 06804",
296,christine32@example.net,pending,paypal,2025-04-07 14:35:40,404.85,"0119 Curtis Crescent, Murphystad, MI 30566",
297,kellis@example.org,refunded,bank_transfer,2025-03-15 13:36:25,609.72,"990 Lewis Rest Suite 901, Mclaughlinburgh, WI 49821",
298,charlestorres@example.org,paid,credit_card,2025-03-23 19:21:55,651.22,"USCGC Dunn, FPO AA 85262",
299,umitchell@example.com,paid,credit_card,2025-03-21 10:26:15,530.34,"402 David Common Apt. 239, Jonesmouth, UT 57848",
300,nathanielsmith@example.com,paid,credit_card,2025-03-21 09:56:17,341.82,"629 Grant Vista, Fishershire, CA 42176",
301,nicoleflores@example.com,failed,paypal,2025-04-05 05:37:49,933.48,"20043 Wesley Branch Suite 008, Wrightchester, RI 89106",
302,uchambers@example.com,pending,credit_card,2025-03-24 23:14:01,132.79,"863 Johnson Passage Suite 056, North Jacob, OR 04390",
303,christine32@example.net,paid,paypal,2025-04-09 08:27:39,559.45,"430 Melanie Canyon, New Christopherbury, MA 79722",
304,berryjill@example.com,refunded,cash,2025-03-27 14:15:04,156.4,"09607 Amber Estates, Warnerchester, PA 29104",
305,george45@example.net,paid,paypal,2025-04-04 06:05:46,582.3,"14596 Allen Port Apt. 813, Evansstad, AR 46005",
306,lisa89@example.org,pending,credit_card,2025-04-13 22:30:52,521.15,"Unit 4913 Box 9678, DPO AE 25232",
307,kwarner@example.com,paid,bank_transfer,2025-04-05 18:32:04,667.03,"349 Deborah Mountain Suite 213, Lake Evanburgh, PR 90133",
308,jessicapollard@example.org,refunded,bank_transfer,2025-04-03 10:35:15,65.99,"884 Christopher Vista Suite 984, South Brandyfort, WA 05497",
309,emccarthy@example.org,refunded,credit_card,2025-04-13 17:40:08,1059.75,"61111 Belinda Fields, South Alanshire, RI 48176",
310,petersonmatthew@example.org,failed,bank_transfer,2025-03-25 14:59:17,585.89,"9503 Sanchez Ford, Lake Charles, NE 18973",
311,bethsullivan@example.org,pending,cash,2025-04-03 22:02:36,452.84,"947 Davis Points, West Bianca, MA 30437",
312,crystalgonzalez@example.com,failed,cash,2025-04-12 03:29:40,391.84,"977 Yolanda Spurs, New Justin, OK 08235",
313,berryjill@example.com,paid,paypal,2025-04-02 06:47:16,278.7,"163 Young Pike, Christineborough, AL 79604",
314,uchambers@example.com,failed,paypal,2025-04-12 10:17:20,521.26,"24921 George Plain Suite 006, Olsenside, MH 33851",
315,matthew28@example.net,pending,cash,2025-03-29 11:26:44,108.78,"4946 Adams Extensions, South Todd, CO 90255",
316,kbishop@example.com,pending,cash,2025-04-01 11:10:56,822.73,"USNS Woods, FPO AA 30745",
317,hernandezdominique@example.net,paid,paypal,2025-04-01 16:16:35,768.2,"461 Powell Passage, Coleborough, PW 47492",
318,morrisbradley@example.org,failed,paypal,2025-03-21 16:55:36,288.4,"682 Allen Run, Port Robertfort, FM 60656",
319,gregoryharris@example.com,pending,paypal,2025-04-10 19:18:08,833.75,"327 Antonio Knolls, Crawfordville, FL 12314",
320,uchambers@example.com,failed,paypal,2025-03-28 10:37:09,906.67,"342 Young Summit, Simsshire, AZ 96456",
321,hernandezdominique@example.net,paid,credit_card,2025-04-06 16:53:25,139.32,"6041 Shane Lakes, Stevensonborough, MA 19251",
322,alexanderaustin@example.com,pending,credit_card,2025-04-08 05:34:56,595.65,"96997 Wright Coves Apt. 108, Port Sara, GA 80923",
323,melissabrown@example.net,refunded,paypal,2025-03-28 08:40:04,823.62,"453 Osborne Tunnel, Port Jessica, WY 92761",
324,nealcody@example.com,failed,paypal,2025-03-25 15:35:19,517.9,"PSC 2304, Box 7989, APO AP 32103",
325,sherry96@example.net,paid,paypal,2025-03-15 23:30:37,494.3,"08978 Keith Way Apt. 505, West Charles, CA 32815",
326,stantonchristopher@example.net,failed,bank_transfer,2025-03-17 08:59:10,162.48,"20077 Fuentes Lights Apt. 288, Staceyfurt, PW 73727",
327,bethsullivan@example.org,paid,cash,2025-03-25 18:45:35,617.39,"143 Brandon Trail, West Timothyshire, AZ 52509",
328,angela94@example.net,paid,cash,2025-04-05 05:17:25,109.84,"1636 Lewis Turnpike, Johnville, WI 68221",
329,morrisbradley@example.org,pending,bank_transfer,2025-03-23 15:02:34,966.29,"782 Jonathan Way Apt. 860, Clarkshire, MN 63950",
330,danielkline@example.com,paid,paypal,2025-03-22 10:17:53,532.74,"233 Brian Plain, North Justin, PR 82596",
331,christopher35@example.com,pending,cash,2025-03-19 10:49:43,344.72,"698 Kelly Burgs Apt. 244, New Michaelton, PR 81565",
332,jordanjamie@example.com,failed,credit_card,2025-03-29 19:36:33,573.38,"928 Brian Bridge, South Charles, VI 10032",
333,bdixon@example.net,paid,paypal,2025-04-03 20:28:02,269.88,"749 Butler Cape Apt. 261, Gonzalesborough, PA 63241",
334,longcalvin@example.com,failed,bank_transfer,2025-04-04 19:59:43,942.72,"456 Williams Locks Suite 898, South Nicholas, MN 98434",
335,ieaton@example.org,paid,credit_card,2025-04-09 22:51:39,649.39,"24393 Andrea Via Apt. 976, Alexisbury, MN 65956",
336,kimberly67@example.com,refunded,bank_transfer,2025-03-19 20:51:04,197.37,"8128 Pacheco Fort, Danielburgh, ID 64549",
337,morrisbradley@example.org,paid,credit_card,2025-03-17 14:08:31,827.26,"11120 Evans Mall Suite 512, North Jordan, MO 92498",
338,sherry96@example.net,pending,bank_transfer,2025-03-15 16:22:15,561.55,"455 Wesley Roads, Navarroberg, ND 61312",
339,alexandercollier@example.net,paid,bank_transfer,2025-03-24 15:00:46,606.0,"3757 Aaron Plaza, Port Janetville, NY 92455",
340,christopher56@example.com,refunded,bank_transfer,2025-04-02 02:44:03,734.15,"30533 Elizabeth Alley Apt. 580, South Ernest, NH 48523",
341,christopher35@example.com,paid,cash,2025-03-20 10:51:58,250.05,"475 Calhoun Prairie Suite 918, North Brandonport, FL 61433",
342,andrew72@example.net,refunded,cash,2025-04-09 01:52:53,503.03,"9342 Hill Mountains, North Jessica, OK 93898",
343,erin12@example.org,paid,credit_card,2025-03-16 06:23:49,792.18,"097 Michael Avenue, Lake Kevinport, AR 45172",
344,petersonmatthew@example.org,pending,paypal,2025-03-16 20:21:57,625.35,"090 Lane Mountain Suite 840, Jillbury, FM 45023",
345,nealcody@example.com,refunded,cash,2025-03-19 03:53:48,574.61,"39555 Isabella Cape Suite 166, South Christy, ID 86093",
346,kbishop@example.com,failed,credit_card,2025-03-30 15:55:03,717.4,"187 Morrison Flats, South Pamelaville, KS 74564",
347,longmackenzie@example.com,failed,credit_card,2025-04-13 20:43:32,261.13,"7319 Joseph Pines, Leechester, IA 20162",
348,gloriaking@example.com,failed,paypal,2025-04-04 20:36:29,11.4,"6176 Jeff Crossroad Suite 967, New Julie, WA 14213",
349,jordanjamie@example.com,failed,paypal,2025-03-28 07:06:07,447.94,"USCGC Hart, FPO AE 68372",
350,petersonmatthew@example.org,paid,credit_card,2025-04-02 01:58:20,935.75,"6798 Regina Drive Apt. 312, North Michelleberg, WA 55223",
351,sherry96@example.net,failed,paypal,2025-03-18 03:52:57,456.86,"99483 Thomas Circle Apt. 290, Susanview, NV 91231",
352,stephanie05@example.org,refunded,bank_transfer,2025-04-06 14:22:01,187.38,"9181 Michael Plain, Garciachester, NY 87926",
353,piercerichard@example.org,pending,credit_card,2025-03-29 12:38:30,94.19,"35129 Lauren Greens, Chasestad, TX 49303",
354,julie11@example.com,paid,credit_card,2025-04-09 05:07:24,737.49,"429 Mcgee Course, South Nataliechester, MH 57002",
355,brandon69@example.net,pending,cash,2025-04-07 23:40:01,385.75,"634 Jeffrey Knolls, South Stephanieland, MS 39245",
356,crystalgonzalez@example.com,refunded,paypal,2025-03-25 08:03:43,408.13,"7011 Amy Tunnel Suite 857, Hoopertown, VI 89452",
357,nicoleflores@example.com,refunded,cash,2025-03-16 20:27:24,471.12,"374 Kimberly Meadow, Port Holly, MH 15137",
358,xgraham@example.org,paid,paypal,2025-04-08 22:59:32,217.93,"06242 John Island Apt. 830, Roychester, VI 63878",
359,julie11@example.com,paid,bank_transfer,2025-03-24 02:18:15,670.22,"4387 Smith Center Apt. 988, Brownview, DC 45252",
360,christopher35@example.com,pending,cash,2025-03-18 14:56:39,254.91,"PSC 6271, Box 0101, APO AE 63300",
361,jake31@example.net,paid,paypal,2025-04-12 15:21:41,369.75,"513 Rebecca Route Suite 403, Christophershire, NE 81766",
362,cindy86@example.org,refunded,cash,2025-04-13 22:23:54,544.26,"3811 Jennifer Drives, Lake Adam, PA 39820",
363,josephpatterson@example.com,refunded,paypal,2025-03-31 08:16:55,717.8,"Unit 3416 Box 9220, DPO AE 17164",
364,berryjill@example.com,failed,bank_transfer,2025-03-28 07:26:38,619.49,"9434 Cantrell Isle Apt. 759, Leemouth, PA 55904",
365,wilsonjonathon@example.net,failed,bank_transfer,2025-04-10 09:28:57,1109.45,"62073 Kennedy Walk, Hillburgh, SC 05831",
366,alanfranklin@example.com,pending,credit_card,2025-04-09 21:14:38,889.41,"87588 Karen Center, West Timothyport, FL 71120",
367,taylorkevin@example.org,failed,bank_transfer,2025-03-18 22:11:55,603.91,"1642 James Views, North Alicia, VA 72401",
368,xgraham@example.org,pending,bank_transfer,2025-03-20 22:43:56,213.48,"24508 Cole Bypass, New Ryan, GU 17070",
369,lpearson@example.com,failed,paypal,2025-04-01 17:50:45,550.81,"1344 Williams Lodge Apt. 685, Keithchester, ND 27923",
370,fitzgeraldcorey@example.com,paid,bank_transfer,2025-03-17 10:08:46,714.97,"41649 Marshall Cliff, East Sara, MN 90381",
371,estevens@example.net,pending,cash,2025-04-12 05:03:20,179.83,"009 Gonzalez Green, South Phillip, UT 58904",
372,justin32@example.com,refunded,bank_transfer,2025-03-30 14:11:14,1175.61,"PSC 8161, Box 6511, APO AE 44534",
373,nguyenbrianna@example.com,paid,credit_card,2025-03-16 20:21:28,866.63,"49954 Kirby Gateway Suite 283, West Melissaview, ND 34719",
374,brewermichael@example.net,failed,credit_card,2025-04-12 17:42:28,587.64,"089 Pamela Radial Suite 174, Reginaville, CO 06492",
375,donna95@example.org,failed,bank_transfer,2025-03-23 10:46:18,654.42,"7114 Stephanie Turnpike Apt. 362, Richardside, VT 77734",
376,donna95@example.org,failed,cash,2025-03-25 01:00:37,93.48,"702 Christine Crescent, New Diana, NM 31763",
377,christopher37@example.net,failed,paypal,2025-03-18 23:26:33,772.96,"58718 Timothy Rapid, Loriview, KY 82045",
378,santiagodavid@example.net,refunded,cash,2025-04-11 12:55:43,32.75,"4746 Kevin Parks Suite 397, Ballardbury, VA 25999",
379,gloriaking@example.com,paid,bank_transfer,2025-03-16 13:41:38,526.71,"95781 Taylor Squares Suite 552, South Cynthiaview, VI 90168",
380,george45@example.net,pending,bank_transfer,2025-03-26 15:54:27,204.98,"5739 Bobby Points Suite 652, West Jessicatown, CO 84890",
381,vkeller@example.net,refunded,bank_transfer,2025-04-01 00:51:30,438.92,"79556 Gray Lane, South Elizabethburgh, AZ 43039",
382,sarahcarlson@example.org,paid,paypal,2025-03-29 08:06:30,339.4,"0694 David Mountain, Davidchester, LA 47024",
383,jake31@example.net,paid,cash,2025-03-16 23:16:49,204.87,"0923 Linda Branch Suite 667, New Jennifertown, MN 77144",
384,uchambers@example.com,paid,credit_card,2025-03-30 03:42:48,300.55,"Unit 4067 Box 1595, DPO AE 19191",
385,lisa89@example.org,refunded,credit_card,2025-03-26 12:18:19,363.01,"66865 Stone Manor Apt. 104, Carsonstad, CT 68844",
386,staceymatthews@example.org,refunded,credit_card,2025-03-31 10:35:05,93.68,"549 Blanchard Spring, Lake Autumnside, AR 83120",
387,gregoryjones@example.org,paid,paypal,2025-04-09 04:47:23,125.06,"317 Reed River, North Shelley, ME 06255",
388,donna95@example.org,paid,bank_transfer,2025-04-03 11:19:04,93.65,"3088 Michael Groves Suite 360, Walkerhaven, IN 52117",
389,hernandezdominique@example.net,paid,paypal,2025-04-10 21:25:02,92.88,"9318 Sheila Overpass Suite 285, East Stevenstad, CO 93031",
390,melissabrown@example.net,refunded,bank_transfer,2025-04-10 07:50:51,1015.15,"7539 Campbell Islands Apt. 344, South Michaelchester, FL 55281",
391,danielkline@example.com,pending,bank_transfer,2025-04-02 02:02:52,682.28,"01837 Diane Ridge, East Larryview, PA 79596",
392,sherry96@example.net,paid,paypal,2025-03-22 05:42:47,803.59,"40030 Sheila Viaduct Suite 800, Walkerton, AL 17383",
393,nathanielsmith@example.com,pending,cash,2025-04-13 19:07:59,588.94,"317 Jerry Passage Apt. 695, Walterhaven, HI 19475",
394,kprice@example.com,refunded,paypal,2025-04-11 19:14:52,640.6,"11256 Amber Stravenue, East Ashleymouth, TN 01809",
395,rochaelizabeth@example.org,failed,credit_card,2025-04-03 17:21:05,597.47,"033 Perry Court, Ronaldburgh, MT 63953",
396,lisa23@example.org,refunded,credit_card,2025-03-17 11:12:06,590.51,"3550 Elliott Trail, Ninamouth, GA 86619",
397,taylorkevin@example.org,failed,bank_transfer,2025-04-04 19:54:25,602.76,"USCGC Logan, FPO AA 70409",
398,jacobssusan@example.net,pending,bank_transfer,2025-03-31 22:44:55,338.25,"362 Smith Drive Apt. 780, Port Markfurt, OR 25821",
399,pamela45@example.net,failed,credit_card,2025-04-06 04:26:20,441.52,"40309 Mcintosh Tunnel Apt. 481, Riosstad, ID 70522",
400,jordanjamie@example.com,pending,bank_transfer,2025-04-07 05:14:59,29.2,"91795 Duncan Passage Suite 938, Allenside, NH 49412",
401,cindychan@example.net,pending,cash,2025-03-18 23:33:49,880.14,"2176 Thomas Trace, Vargasbury, MO 41679",
402,cindy86@example.org,pending,paypal,2025-03-17 00:29:11,823.85,"26212 Carly Bypass, Kingberg, NY 49839",
403,josephpatterson@example.com,pending,cash,2025-04-01 08:17:12,358.33,"31302 Ryan Drive, Pearsonton, ID 85795",
404,angela94@example.net,paid,bank_transfer,2025-03-22 23:03:43,326.32,"611 Clark Rest, Loweshire, MH 33015",
405,kellis@example.org,pending,bank_transfer,2025-04-04 13:25:26,870.8,"11005 Taylor Land, Port Richardtown, FL 69296",
406,staceymatthews@example.org,failed,bank_transfer,2025-04-12 11:34:06,1001.58,"052 Martinez Divide Suite 893, North Lonnie, IN 62067",
407,berryjill@example.com,pending,paypal,2025-04-07 18:20:36,517.36,"32717 Jeremy Mills, New Gregory, AR 23764",
408,emily15@example.com,refunded,paypal,2025-03-16 07:21:16,805.12,"9549 Ramirez Spring Suite 927, New Joannestad, MO 59231",
409,matthew28@example.net,refunded,bank_transfer,2025-04-12 10:16:51,628.96,"Unit 3678 Box 3738, DPO AP 67748",
410,iwilliams@example.org,failed,bank_transfer,2025-04-08 13:18:53,228.02,"70047 Michael Station Apt. 662, Haleyberg, ID 67044",
411,wilsonjonathon@example.net,refunded,bank_transfer,2025-03-17 21:40:33,683.39,"966 Taylor Courts, New Connor, PA 64892",
412,jordanjamie@example.com,failed,paypal,2025-04-08 10:42:57,21.5,"PSC 4879, Box 7045, APO AP 39090",
413,olopez@example.com,refunded,credit_card,2025-04-01 02:52:32,558.57,"690 Sanford Ridges, Melendezborough, FL 56711",
414,kprice@example.com,pending,paypal,2025-03-31 05:23:55,273.43,"696 Bradley Alley, East Meganfort, MA 52465",
415,cbradley@example.net,failed,bank_transfer,2025-03-15 13:11:01,184.07,"5998 Robert Villages Apt. 387, Port Courtney, MS 27638",
416,loriweiss@example.net,failed,bank_transfer,2025-03-17 20:40:20,634.41,"58570 Turner Prairie Suite 907, North Anthonyfurt, ID 45819",
417,heather24@example.org,refunded,paypal,2025-03-28 07:56:47,97.42,"12372 Sullivan Court Suite 277, Lake Michellestad, MP 98283",
418,nguyenbrianna@example.com,failed,paypal,2025-04-07 08:35:12,43.17,"63258 Jenkins Corner Apt. 629, West Andreaton, AK 50933",
419,davidjackson@example.com,pending,credit_card,2025-03-23 21:08:24,133.77,"USNV Riley, FPO AP 03947",
420,smithgregory@example.org,paid,cash,2025-04-08 23:30:37,496.16,"68352 Walsh Lake Suite 287, Larrytown, VA 31722",
421,julie11@example.com,failed,bank_transfer,2025-03-24 13:24:53,528.45,"5497 Alexandra Road Suite 618, Kennethborough, ME 80565",
422,smithgregory@example.org,paid,paypal,2025-03-22 02:33:45,651.85,"55224 Smith Shoals Suite 226, Branchville, OK 03968",
423,umitchell@example.com,paid,bank_transfer,2025-03-25 21:29:39,783.11,"4184 Smith Groves Apt. 942, North Travischester, FL 96037",
424,hernandezdominique@example.net,pending,paypal,2025-03-26 22:54:29,327.74,"0225 Smith Flats Suite 279, North Conniefort, FL 36562",
425,longcalvin@example.com,pending,paypal,2025-03-25 18:14:19,226.54,"274 Michelle Extensions, East Victoria, SC 37939",
426,erinpalmer@example.net,paid,credit_card,2025-04-06 13:02:03,384.2,"796 Miller Orchard, Howellland, CT 18006",
427,melissabrown@example.net,refunded,credit_card,2025-04-08 07:16:31,528.18,"986 Pierce Well Apt. 743, South Loriborough, WI 10170",
428,umitchell@example.com,failed,bank_transfer,2025-03-28 03:06:26,627.87,"3673 Mary Knoll Suite 233, Atkinsview, AS 64455",
429,nathanielsmith@example.com,pending,bank_transfer,2025-03-27 19:35:27,830.31,"465 Mark Roads Apt. 078, North Chelsea, OH 32712",
430,xgraham@example.org,failed,cash,2025-03-24 14:17:54,258.86,"8472 Mary Dale Apt. 170, Fraziertown, AL 45529",
431,jessicapollard@example.org,pending,credit_card,2025-03-17 03:10:16,458.23,"9915 Lynch Street Suite 665, Shannonville, KY 64159",
